волосы
женская длинная прическа,images/hair1.png
женские кудри средняя длина,images/hair2.png
женская прическа длинный хвост,images/hair3.png
унисекс короткая прическа,images/hair4.png 
унисекс конский хвост,images/hair5.png
мужская длинная прическа,images/hair6.png
мужская короткая прическа,images/hair7.png
